longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,income_cat,Actual_price,Predicted_Price
-117.2,32.79,29.0,1213.0,,654.0,246.0,4.5987,NEAR OCEAN,4,255600.0,278981.5403200749
-117.34,33.94,13.0,7910.0,,3382.0,1176.0,5.5563,INLAND,4,214500.0,174209.2365511569
-118.1,33.74,32.0,2035.0,,934.0,512.0,4.2287,NEAR OCEAN,3,500001.0,263807.09211875044
-118.36,34.05,42.0,1372.0,,674.0,271.0,2.8793,<1H OCEAN,2,202100.0,264675.60635350464
-120.93,37.73,14.0,2799.0,,2294.0,596.0,2.6343,INLAND,2,81500.0,101266.95585086395
-124.0,40.92,29.0,1429.0,,672.0,266.0,2.9485,<1H OCEAN,2,98800.0,141460.79027200083
-117.98,33.68,24.0,4177.0,,1704.0,606.0,6.2473,<1H OCEAN,5,281900.0,275463.8918241142
-118.26,33.83,24.0,3059.0,,2064.0,629.0,3.5518,<1H OCEAN,3,184600.0,198461.33866565145
-122.41,38.16,37.0,1549.0,,863.0,275.0,2.7457,NEAR BAY,2,254700.0,197277.179693663
-121.95,38.03,5.0,5526.0,,3207.0,1012.0,4.0767,INLAND,3,143100.0,132793.95345958116
-118.28,34.06,42.0,2472.0,,3795.0,1179.0,1.2254,<1H OCEAN,1,162500.0,163808.40695685978
-118.17,34.06,43.0,464.0,,416.0,120.0,2.475,<1H OCEAN,2,142600.0,210890.7912618769
-120.67,40.5,15.0,5343.0,,2503.0,902.0,3.5962,INLAND,3,85900.0,114405.96394011327
-122.14,37.67,37.0,3342.0,,1635.0,557.0,4.7933,NEAR BAY,4,186900.0,238242.38100346603
-119.68,36.79,16.0,1551.0,,1010.0,292.0,3.5417,INLAND,3,71300.0,111904.47286813254
-116.91,32.83,16.0,5203.0,,2515.0,862.0,4.105,<1H OCEAN,3,174400.0,165834.3940225388
-118.35,33.9,31.0,1547.0,,956.0,287.0,3.4698,<1H OCEAN,3,225000.0,236930.3597116493
-122.7,38.35,14.0,2313.0,,954.0,397.0,3.7813,<1H OCEAN,3,146500.0,224151.67886480497
-122.28,37.51,33.0,4719.0,,1980.0,757.0,6.1064,NEAR OCEAN,5,405000.0,390142.2413030021
-117.66,33.51,18.0,2626.0,,1302.0,522.0,4.0167,<1H OCEAN,3,189600.0,209256.53578713362
-118.09,33.89,42.0,991.0,,717.0,219.0,4.0926,<1H OCEAN,3,164400.0,239449.2476568394
-118.46,34.03,52.0,523.0,,317.0,130.0,2.2794,<1H OCEAN,2,337500.0,290427.8201885163
-119.15,36.29,18.0,1435.0,,657.0,254.0,2.4281,INLAND,2,72500.0,104018.32510228152
-117.91,33.87,29.0,1121.0,,762.0,276.0,2.5,<1H OCEAN,2,143800.0,182071.06875282573
-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,<1H OCEAN,2,160000.0,155482.6641614494
-118.27,34.04,13.0,1784.0,,2158.0,682.0,1.7038,<1H OCEAN,2,118100.0,149915.61677069095
-118.27,34.17,52.0,2010.0,,908.0,326.0,6.9135,<1H OCEAN,5,374000.0,420737.87934579956
-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,<1H OCEAN,4,202700.0,266545.16884993704
-122.72,38.88,29.0,2781.0,,890.0,310.0,1.9906,INLAND,2,96600.0,99689.29278099962
-121.47,38.61,31.0,1072.0,,781.0,281.0,1.6563,INLAND,2,65800.0,97764.31274858267
-119.18,34.19,19.0,2393.0,,1938.0,762.0,1.6953,NEAR OCEAN,2,167400.0,187927.92199546026
-118.59,34.2,21.0,1789.0,,2300.0,677.0,2.754,<1H OCEAN,2,179800.0,180884.6583689811
-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,NEAR BAY,3,96700.0,142467.41873931958
-121.97,37.34,33.0,3162.0,,1553.0,686.0,3.6682,<1H OCEAN,3,266100.0,238784.95514717602
-117.14,32.71,52.0,500.0,,480.0,108.0,1.8696,NEAR OCEAN,2,91100.0,158774.13806994472
-119.75,36.71,38.0,1481.0,,1543.0,372.0,1.4577,INLAND,1,49800.0,46707.96971698547
-121.3,38.58,16.0,1537.0,,1125.0,375.0,2.6471,INLAND,2,90700.0,106514.99873666509
-117.76,34.04,34.0,1914.0,,1564.0,328.0,2.8347,INLAND,2,115800.0,107462.64628261757
-122.45,37.77,52.0,2602.0,,1330.0,647.0,3.5435,NEAR BAY,3,278600.0,341987.62732031074
-117.15,32.72,51.0,1321.0,,781.0,499.0,1.3071,NEAR OCEAN,1,250000.0,173752.50743918505
-122.08,37.88,26.0,2947.0,,825.0,626.0,2.933,NEAR BAY,2,85000.0,216888.17770101884
-117.87,33.73,45.0,2264.0,,1970.0,499.0,3.4193,<1H OCEAN,3,177000.0,181558.56134162095
-117.67,34.04,13.0,1543.0,,776.0,358.0,3.0598,INLAND,3,99700.0,159159.5939986014
-117.66,33.58,6.0,4186.0,,1794.0,541.0,9.6986,<1H OCEAN,5,357600.0,436135.8740292901
-117.27,32.85,26.0,1373.0,,608.0,268.0,4.425,NEAR OCEAN,3,475000.0,287224.75735073985
-117.02,32.66,19.0,771.0,,376.0,108.0,6.6272,NEAR OCEAN,5,273600.0,302347.80713280715
-118.05,33.99,38.0,1619.0,,886.0,357.0,3.7328,<1H OCEAN,3,182400.0,218738.19736739073
-117.92,33.87,33.0,1597.0,,1888.0,423.0,3.055,<1H OCEAN,3,157800.0,163518.26164918032
-118.31,34.09,37.0,773.0,,835.0,312.0,1.8576,<1H OCEAN,2,193800.0,209887.7084583175
-118.38,34.05,49.0,702.0,,458.0,187.0,4.8958,<1H OCEAN,4,333600.0,399956.7531767607
-121.95,37.31,27.0,4140.0,,2135.0,893.0,3.6292,<1H OCEAN,3,264600.0,243027.06314299745
-120.98,37.6,36.0,1437.0,,1073.0,320.0,2.1779,INLAND,2,58400.0,80541.08230923564
-122.28,37.78,29.0,5154.0,,3741.0,1273.0,2.5762,NEAR BAY,2,173400.0,162466.6846156382
-118.23,34.13,48.0,1308.0,,835.0,294.0,4.2891,<1H OCEAN,3,214800.0,293825.6410844361
-119.11,35.42,52.0,154.0,,37.0,16.0,10.0263,INLAND,5,200000.0,351633.89245901856
-121.89,37.44,8.0,2534.0,,1527.0,364.0,7.8532,<1H OCEAN,5,422800.0,397635.73456956673
-121.44,38.54,39.0,2855.0,,1217.0,562.0,3.2404,INLAND,3,93600.0,124805.0206810982
-118.37,34.03,37.0,1236.0,,966.0,292.0,3.0694,<1H OCEAN,3,122200.0,273260.4496525738
-118.1,33.91,36.0,726.0,,490.0,130.0,3.6389,<1H OCEAN,3,167600.0,235139.0755002816
-118.5,34.17,37.0,880.0,,369.0,155.0,4.1429,<1H OCEAN,3,303600.0,323082.10343240155
-117.96,33.78,33.0,1520.0,,658.0,242.0,4.875,<1H OCEAN,4,269300.0,265059.282363265
-117.86,34.01,16.0,4632.0,,3038.0,727.0,5.1762,<1H OCEAN,4,264400.0,237348.5034353834
-122.79,38.48,7.0,6837.0,,3468.0,1405.0,3.1662,<1H OCEAN,3,191000.0,178167.1128301751
-118.31,33.94,40.0,1550.0,,798.0,270.0,3.775,<1H OCEAN,3,153800.0,247700.20381269226
-122.44,37.73,39.0,1912.0,,970.0,406.0,4.7813,NEAR BAY,4,275500.0,328532.3931167581
-118.32,34.09,44.0,2666.0,,2297.0,726.0,1.676,<1H OCEAN,2,208800.0,186412.22871040562
-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,<1H OCEAN,3,142300.0,147872.7195329208
-119.44,36.58,37.0,1054.0,,879.0,257.0,2.5234,INLAND,2,63500.0,101613.70430760858
-117.3,34.05,6.0,2155.0,,1039.0,391.0,1.6675,INLAND,2,95800.0,92428.91819202353
-118.29,33.73,30.0,3161.0,,1865.0,771.0,2.7139,NEAR OCEAN,2,231700.0,196962.86135637574
-118.4,34.17,24.0,6347.0,,2945.0,1492.0,3.3545,<1H OCEAN,3,221500.0,257141.2406670901
-119.78,36.82,25.0,5016.0,,2133.0,928.0,3.625,INLAND,3,89500.0,119264.38209570381
-117.73,34.1,37.0,3457.0,,1344.0,530.0,5.8891,INLAND,4,226000.0,291081.8032710391
-118.18,34.19,48.0,1371.0,,528.0,155.0,15.0001,<1H OCEAN,5,500001.0,497629.7700040318
-122.5,37.75,45.0,1620.0,,941.0,328.0,4.3859,NEAR OCEAN,3,270200.0,313790.0152537771
-120.32,37.29,38.0,576.0,,478.0,112.0,2.3382,INLAND,2,59600.0,113161.72633104488
-122.65,38.25,23.0,4030.0,,1852.0,778.0,3.402,<1H OCEAN,3,193300.0,201441.1296896667
-117.28,34.26,18.0,3895.0,,1086.0,375.0,3.3672,INLAND,3,133600.0,111659.3853560837
-122.16,37.77,47.0,1256.0,,570.0,218.0,4.375,NEAR BAY,3,161900.0,283729.82758047903
-119.73,34.44,38.0,1729.0,,801.0,395.0,3.1364,NEAR OCEAN,3,357500.0,265792.7222147654
-122.48,38.5,37.0,3049.0,,1287.0,439.0,4.3125,INLAND,3,276500.0,171585.75621276096
-118.88,34.17,15.0,4260.0,,1701.0,669.0,5.1033,<1H OCEAN,4,410700.0,296537.183879702
-122.15,37.43,20.0,11709.0,,7604.0,3589.0,1.9045,NEAR BAY,2,375000.0,165571.83355255745
-117.01,32.74,31.0,3473.0,,2098.0,677.0,2.6973,<1H OCEAN,2,135200.0,130088.465223558
-118.21,34.07,52.0,1770.0,,1848.0,439.0,2.4135,<1H OCEAN,2,167200.0,168749.7884773283
-118.36,34.05,45.0,2283.0,,1093.0,475.0,2.5658,<1H OCEAN,2,252000.0,223127.7659493873
-118.53,34.26,18.0,3674.0,,1590.0,550.0,8.176,<1H OCEAN,5,308400.0,390252.15808442706
-118.19,33.98,36.0,4179.0,,4582.0,1196.0,2.0087,<1H OCEAN,2,172100.0,137175.61601327546
-122.4,37.58,26.0,3281.0,,1145.0,480.0,6.358,NEAR OCEAN,5,500001.0,391317.89456867747
-122.38,37.73,40.0,543.0,,259.0,89.0,2.2167,NEAR BAY,2,193800.0,222703.92914351725
-121.08,39.22,30.0,2188.0,,1033.0,437.0,2.1419,INLAND,2,105200.0,85563.29532119914
-117.28,34.09,44.0,376.0,,273.0,107.0,2.2917,INLAND,2,90800.0,139038.3266199563
-118.29,34.05,34.0,1102.0,,1325.0,439.0,1.5972,<1H OCEAN,2,168800.0,162764.0359981728
-121.33,38.02,31.0,1466.0,,608.0,254.0,3.1827,INLAND,3,162100.0,147496.51779612678
-118.05,34.04,33.0,1348.0,,1098.0,257.0,4.2917,<1H OCEAN,3,161200.0,224358.4193599872
-118.16,34.01,40.0,1552.0,,1919.0,427.0,2.2596,<1H OCEAN,2,137500.0,151029.44998963785
-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,NEAR OCEAN,3,289300.0,271289.98677628196
-117.65,33.6,15.0,5736.0,,2529.0,762.0,6.4114,<1H OCEAN,5,278700.0,304280.44146768725
-117.92,33.7,15.0,3201.0,,1510.0,622.0,4.2708,<1H OCEAN,3,161700.0,202357.6647171607
-117.87,33.83,27.0,2287.0,,1140.0,351.0,5.6163,<1H OCEAN,4,231000.0,271944.37662418844
-120.61,37.36,16.0,638.0,,380.0,132.0,1.9135,INLAND,2,87500.0,86247.80814302416
-118.25,33.95,28.0,2136.0,,1799.0,476.0,1.5427,<1H OCEAN,2,95700.0,126063.13264798856
-116.66,32.79,13.0,843.0,,918.0,152.0,6.2152,<1H OCEAN,5,240600.0,263035.3054710654
-118.07,34.1,32.0,4275.0,,2812.0,1012.0,3.3512,<1H OCEAN,3,214100.0,206873.73060799175
-118.55,34.28,16.0,8879.0,,3468.0,1200.0,8.1125,<1H OCEAN,5,428600.0,390787.9157195539
-121.85,36.61,38.0,238.0,,191.0,67.0,1.3897,<1H OCEAN,1,125000.0,205456.44647037328
-122.42,40.44,16.0,994.0,,495.0,181.0,2.1875,INLAND,2,76400.0,104724.48715908089
-119.75,34.45,6.0,2864.0,,1404.0,603.0,5.5073,NEAR OCEAN,4,263800.0,294515.4345940678
-118.8,34.41,45.0,1610.0,,1148.0,347.0,2.7,<1H OCEAN,2,120400.0,189865.98847029518
-119.3,36.57,32.0,728.0,,461.0,149.0,3.0156,INLAND,3,109100.0,124973.53301198283
-118.55,34.19,18.0,5862.0,,3161.0,1280.0,3.1106,<1H OCEAN,3,170600.0,207032.60806963834
-121.88,37.4,9.0,6751.0,,4240.0,1438.0,5.34,<1H OCEAN,4,257400.0,261893.1830263657
-121.9,37.28,26.0,3756.0,,1408.0,535.0,5.6427,<1H OCEAN,4,320000.0,276316.9021921072
-117.17,32.75,52.0,1052.0,,381.0,201.0,3.0726,NEAR OCEAN,3,289600.0,254671.88047891963
-117.2,33.24,12.0,4992.0,,2106.0,801.0,6.2079,<1H OCEAN,5,307300.0,280412.7840429649
-117.64,33.45,26.0,1528.0,,607.0,218.0,6.2871,NEAR OCEAN,5,325500.0,355408.04107152036
-122.1,40.03,25.0,2516.0,,1266.0,494.0,1.7566,INLAND,2,58400.0,63187.74194647921
-114.59,34.83,41.0,812.0,,375.0,158.0,1.7083,INLAND,2,48500.0,68675.43981553156
-122.23,38.17,45.0,350.0,,225.0,72.0,1.8942,NEAR BAY,2,216700.0,150366.30794015853
-117.31,34.25,29.0,4610.0,,1569.0,592.0,2.7663,INLAND,2,97900.0,84702.56174107913
-121.77,39.66,20.0,3759.0,,1705.0,600.0,4.712,INLAND,4,158600.0,154725.09144239675
-119.72,36.76,23.0,6403.0,,3573.0,1260.0,2.3006,INLAND,2,69000.0,71333.07133200591
-122.01,37.94,23.0,3741.0,,1339.0,499.0,6.7061,NEAR BAY,5,322300.0,289224.5631331062
-121.75,37.11,18.0,3167.0,,1414.0,482.0,6.8773,<1H OCEAN,5,467700.0,335423.3107621611
-117.02,32.78,31.0,2567.0,,1198.0,499.0,3.4659,<1H OCEAN,3,163000.0,174353.98483622176
-121.97,37.35,30.0,1955.0,,999.0,386.0,4.6328,<1H OCEAN,4,287100.0,271309.0378529521
-119.69,36.83,32.0,1098.0,,726.0,224.0,1.4913,INLAND,1,54600.0,80289.33702002934
-118.25,33.94,43.0,793.0,,736.0,231.0,0.8527,<1H OCEAN,1,90400.0,158657.51068220593
-117.97,34.06,31.0,2516.0,,2194.0,497.0,3.2413,<1H OCEAN,3,155500.0,195476.09140598561
-118.3,34.07,18.0,3759.0,,3296.0,1462.0,2.2708,<1H OCEAN,2,175000.0,177774.08444470778
-122.0,37.36,17.0,2070.0,,797.0,275.0,8.6155,<1H OCEAN,5,411200.0,428279.22911279363
-118.35,34.01,35.0,3776.0,,1583.0,749.0,3.5486,<1H OCEAN,3,332100.0,249160.9331123552
-118.2,33.92,45.0,1283.0,,1025.0,248.0,3.2798,<1H OCEAN,3,141200.0,189599.16773992096
-122.24,37.75,45.0,891.0,,384.0,146.0,4.9489,NEAR BAY,4,247100.0,292849.80059339857
-117.99,34.14,30.0,2346.0,,1988.0,474.0,2.5625,INLAND,2,153000.0,123248.55557530379
-118.22,34.05,34.0,1113.0,,928.0,290.0,3.1654,<1H OCEAN,3,155000.0,222375.87257936024
-121.19,38.71,11.0,4415.0,,1520.0,627.0,3.2321,INLAND,3,390800.0,116520.45481424191
-119.32,36.25,21.0,1231.0,,609.0,206.0,2.8365,INLAND,2,90000.0,115720.0120022764
-118.56,34.2,35.0,2273.0,,1431.0,403.0,4.0789,<1H OCEAN,3,196700.0,233962.44978638995
-116.21,33.75,22.0,894.0,,830.0,202.0,3.0673,INLAND,3,68200.0,131204.2485100734
-118.49,34.13,24.0,4394.0,,1443.0,528.0,11.2979,<1H OCEAN,5,500001.0,493468.6481362114
-118.23,33.94,36.0,1110.0,,1417.0,302.0,2.3333,<1H OCEAN,2,92100.0,134344.64700393387
-122.48,37.7,33.0,4492.0,,3477.0,1537.0,3.0546,NEAR OCEAN,3,297900.0,230675.9409752836
-117.87,33.62,8.0,1266.0,,375.0,183.0,9.802,<1H OCEAN,5,500001.0,501173.99601558864
-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,<1H OCEAN,4,332300.0,274122.43154562055
-122.22,38.15,7.0,5129.0,,2824.0,738.0,5.5138,NEAR BAY,4,171100.0,219402.22581778996
-118.45,34.3,27.0,2676.0,,2661.0,623.0,4.3047,<1H OCEAN,3,152100.0,228818.00865416566
-122.46,37.72,39.0,2254.0,,1388.0,404.0,2.9688,NEAR OCEAN,2,232000.0,222005.568849359
-120.98,37.66,10.0,934.0,,401.0,255.0,0.9336,INLAND,1,127100.0,100345.01205577169
-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,INLAND,2,87500.0,102809.6729794892
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,<1H OCEAN,4,203400.0,195461.37039800623
-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,NEAR OCEAN,2,228600.0,218983.7583276178
-118.25,33.98,47.0,617.0,162.0,754.0,144.0,2.2969,<1H OCEAN,2,116700.0,135298.1798234885
-121.81,37.38,29.0,570.0,76.0,244.0,72.0,12.3292,<1H OCEAN,5,416700.0,468666.88116883935
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,<1H OCEAN,4,227600.0,269642.71627977665
-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,6.5338,NEAR OCEAN,5,267900.0,335020.72160016245
-122.25,38.1,52.0,1591.0,372.0,817.0,357.0,2.1411,NEAR BAY,2,97200.0,123520.26989115997
-118.15,34.15,49.0,806.0,199.0,698.0,172.0,2.3654,<1H OCEAN,2,137500.0,160761.59020870624
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2.3913,<1H OCEAN,2,198800.0,161693.94309023648
-119.31,36.39,32.0,2293.0,466.0,1538.0,468.0,1.9342,INLAND,2,68600.0,49802.911671137066
-122.07,37.39,30.0,1695.0,480.0,932.0,447.0,3.5045,NEAR BAY,3,352500.0,255277.33598850708
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,<1H OCEAN,2,103800.0,144311.95006929853
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,INLAND,2,107800.0,128265.4666421707
-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,INLAND,3,131700.0,150321.32964550474
-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212,NEAR BAY,3,271300.0,351398.8768739311
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,INLAND,3,97300.0,167114.09883120583
-123.8,39.44,52.0,1533.0,336.0,754.0,340.0,1.9213,<1H OCEAN,2,95000.0,117762.91787842718
-122.7,38.35,14.0,1555.0,369.0,493.0,335.0,1.6033,<1H OCEAN,2,67500.0,170099.3392596544
-118.3,34.19,52.0,1704.0,277.0,746.0,262.0,4.7986,<1H OCEAN,4,326100.0,290207.301034046
-116.09,34.15,13.0,9444.0,1997.0,4166.0,1482.0,2.6111,INLAND,2,65600.0,110301.59960722645
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,<1H OCEAN,4,225600.0,238264.06119413645
-117.23,32.74,44.0,1404.0,229.0,513.0,217.0,4.1806,NEAR OCEAN,3,263800.0,253243.82261096506
-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,4.45,<1H OCEAN,3,348300.0,327217.18550521124
-118.42,34.0,33.0,1139.0,299.0,734.0,257.0,3.2708,<1H OCEAN,3,325000.0,278158.11244883353
-118.31,34.02,46.0,2217.0,489.0,1227.0,448.0,1.6851,<1H OCEAN,2,108800.0,185442.6590895284
-122.43,37.77,52.0,1760.0,366.0,742.0,318.0,4.445,NEAR BAY,3,400000.0,397860.41013687453
-121.08,38.9,27.0,3436.0,755.0,1568.0,709.0,2.4273,INLAND,2,138400.0,134561.40231579632
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,INLAND,2,61000.0,74349.05680012173
-122.35,37.53,27.0,2169.0,305.0,905.0,319.0,7.7743,NEAR OCEAN,5,453100.0,468072.165203278
-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,<1H OCEAN,5,500001.0,510340.61669223063
-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,<1H OCEAN,2,120200.0,161184.97659192194
-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,<1H OCEAN,4,329200.0,281714.17507984955
-118.15,33.79,5.0,3700.0,993.0,1657.0,848.0,3.7826,NEAR OCEAN,3,196300.0,245520.79437282856
-117.38,33.97,30.0,2953.0,703.0,1406.0,580.0,2.6895,INLAND,2,150000.0,129473.5387488187
-118.03,34.07,37.0,1091.0,269.0,905.0,242.0,3.1042,<1H OCEAN,3,152000.0,176512.4273203089
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,NEAR BAY,2,169900.0,166563.369618446
-117.93,33.87,10.0,1277.0,488.0,730.0,417.0,1.4803,<1H OCEAN,1,137500.0,174631.06518851288
-118.12,33.94,33.0,2206.0,393.0,973.0,364.0,4.675,<1H OCEAN,4,283000.0,235892.54027460152
-117.18,32.7,42.0,1691.0,286.0,761.0,281.0,5.1386,NEAR OCEAN,4,404500.0,309804.909573823
-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,<1H OCEAN,4,193500.0,224256.96456131706
